Iters,Error
1,0.18449896974716845
5000,0.15518550559708932
10000,0.14348139656037825
15000,0.13731302166205542
20000,0.13147817338368312
25000,0.12649395560295093
30000,0.1248140855506203
35000,0.12257962534434487
40000,0.12118661686862195
45000,0.11952141065282024
50000,0.11789527651682911
55000,0.11670123147125318
60000,0.11464864206963625
65000,0.11256014786813731
70000,0.11113082610915831
75000,0.11051730979103763
80000,0.10932650589590358
85000,0.1080184104885095
90000,0.10556893650399828
95000,0.104265711882137
100000,0.1035995089598689
