Iters,Error
1,0.18561487685730924
500,0.169224930905621
1000,0.14839297667689122
1500,0.11833218298294654
2000,0.09588634808758396
2500,0.08023385467114745
3000,0.0641564678106821
3500,0.044386042620963934
4000,0.02316333749742473
4500,0.01607889099594543
5000,0.009444209060330269
5500,0.007996025841921888
6000,0.005534244024687688
6500,0.004296130523412421
7000,0.004003013625501586
7500,0.0037375697574052046
8000,0.0035423851847612964
8500,0.0032550215982520524
9000,0.002869833042163614
9500,0.002532635461593323
10000,0.002280114573917425
10500,0.002113643976786986
11000,0.00186846395862787
11500,0.0016843867692021113
12000,0.001452740425404763
12500,0.0013817441512594677
13000,0.0013168232470691676
13500,0.0012394309186283827
14000,0.0011625866599781903
14500,0.0010763758216404613
15000,0.0009910292868823877
15500,0.0009435844347861801
16000,0.0008814972176399163
16500,0.0007990290965471631
17000,0.000766037789076632
17500,0.0007177482998079451
18000,0.0006872788842645067
18500,0.0006454874207555242
19000,0.0006093222107172329
19500,0.0005757745832813302
20000,0.0005436211542350174
20500,0.0005144260586941093
21000,0.0004969331027226153
21500,0.0004756072694596827
22000,0.0004566942254551333
22500,0.0004420919064220684
23000,0.00043072820434799833
23500,0.0004148958071262123
24000,0.00040713420443983244
24500,0.0003985125847487014
25000,0.00038999284636451333
25500,0.0003820722407160147
26000,0.00037728118625052177
26500,0.0003685595223869652
27000,0.00036149441786067766
27500,0.00035302190976775947
28000,0.0003463374482187556
28500,0.00034077918872864695
29000,0.0003326437660974618
29500,0.0003258983583705132
30000,0.00031904325099027357
30500,0.0003120352560712761
31000,0.00030775921675190755
31500,0.00030045761799453235
32000,0.0002928800316300277
32500,0.00028411411805986795
33000,0.000275717701756708
33500,0.00027105493433994315
34000,0.000263359716848498
34500,0.00025610792609226244
35000,0.00024837805308356624
35500,0.00024217476540139206
