x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100
-0.03142631147508032,-0.03144083135617862,-0.03142520133088948,-0.03133812618341065,-0.031152383298268034,-0.03085460063963066,-0.030444186688629745,-0.029931055801977365,-0.029333207551405404,-0.028674058142337026,-0.027979756525613873,-0.0272766978270952,-0.026589403945906746,-0.02593888564310885,-0.025341540994100305,-0.0248085893774047,-0.024345993925641067,-0.023954791952595086,-0.023631733397016765,-0.023370120980372038,-0.023160797304964908,-0.022993264022160113,-0.022856327245337486,-0.022738898152600686,-0.022630636741627498,-0.022522427970876318,-0.022406699215304023,-0.022277590134303325,-0.022130993668480908,-0.021964491310153687,-0.02177720751923471,-0.021569607758610047,-0.02134326268667185,-0.02110059810970478,-0.02084464682635344,-0.02057881486254461,-0.02030667107730119,-0.0200317659114338,-0.019757482271246782,-0.01948696462947493,-0.019223051923907476,-0.018968144520376155,-0.018724190027369865,-0.018492676329077796,-0.01827464281559237,-0.018070705830029454,-0.01788109457057236,-0.017705694031157064,-0.017544091989344708,-0.017395627514095825,-0.017259438938453286,-0.017134509698468282,-0.01701971086316654,-0.016913839559485555,-0.016815652824723446,-0.01672389669440461,-0.016637330556150205,-0.016554746972823945,-0.01647498730498099,-0.016396953548551214,-0.016319616854490866,-0.016242023216735048,-0.01616330848029366,-0.01608271716378358,-0.015999577669510396,-0.015913296996059874,-0.0158233589343547,-0.015729321799683796,-0.015630815921768508,-0.01552754106220265,-0.015419263879376583,-0.015305815516489494,-0.015187089349390719,-0.015063038898267316,-0.014933675880898433,-0.014799068365316565,-0.014659338966113477,-0.014514663020891555,-0.014365266681012838,-0.014211424853218423,-0.01405345893518962,-0.013891734297940937,-0.013726657480231648,-0.013558673074266975,-0.01338826029691706,-0.013215929255840414,-0.013042216934553747,-0.012867682933978173,-0.012692905019826915,-0.012518474534941282,-0.012344991743020865,-0.012173061174887907,-0.012003287050509969,-0.011836268849378832,-0.011672597098779519,-0.011512849444112384,-0.011357587058174941,-0.011207351464463892,-0.011062706192179606,-0.010924194164723127
0.004276543011097145,0.001927657598265936,-0.0008481815756143929,-0.003930557006315463,-0.007202776142652356,-0.010564434641805176,-0.013938020396830425,-0.017257249639952274,-0.02046672382531685,-0.023521285459358762,-0.026385143226240262,-0.02903087570903104,-0.031438407997188514,-0.033594032582351524,-0.03548952024851229,-0.03712134230908959,-0.03849000541893956,-0.03959948584000976,-0.04045674180706961,-0.04107127993928362,-0.04145671302708575,-0.0416353903668568,-0.04162744520789879,-0.041453531509438736,-0.04113489424481636,-0.04069297939756683,-0.040149054020352,-0.03952384586858298,-0.038837212291704,-0.038107847136741126,-0.03735303270314669,-0.03658844159958569,-0.03582799097661516,-0.03508374927928389,-0.034365893557095364,-0.033682713603974374,-0.033040657842198326,-0.03244441493148973,-0.03189702456166581,-0.03140082893536179,-0.030957466491671706,-0.030566858844503268,-0.030227883533155323,-0.029938536845203582,-0.029696092021526115,-0.029497249602664317,-0.02933827742492709,-0.029215138495909752,-0.0291236056309528,-0.029059362302026687,-0.029018089632956837,-0.02899553986882336,-0.028987596956279123,-0.02899032510129978,-0.029000006329686946,-0.029013168172273215,-0.029026602640815892,-0.02903737766124557,-0.02904284209705315,-0.029040625435442724,-0.02902863312960264,-0.02900504533881043,-0.0289685158498922,-0.02891803445604841,-0.028852785974727686,-0.02877217078957426,-0.028675789565187924,-0.028563427863034743,-0.028435040911515302,-0.028290738717624546,-0.028130771651436813,-0.02795551658781443,-0.02776546365184912,-0.027561203585078235,-0.027343415727721088,-0.027112856597316375,-0.026870349035211738,-0.02661677188852613,-0.026353050195424384,-0.026080145845007223,-0.025799048688755745,-0.0255107680876573,-0.025216324886848874,-0.024916743817445863,-0.024613046332369284,-0.024306243889128557,-0.02399733169721972,-0.023687282950913824,-0.02337704356948633,-0.023067527466525045,-0.022759612367753965,-0.022454136193152598,-0.022151894014136864,-0.021853635590542424,-0.021560063485421128,-0.021271831748566963,-0.020989545152475673,-0.020713759084004385,-0.020445187387840083,-0.020184513595357383
0.02701662518036696,0.02168503509985656,0.01570456915298024,0.00926821905369335,0.002567665871524294,-0.004223074412242261,-0.010958767502092848,-0.017510718933618802,-0.023768173807695525,-0.029639106386114167,-0.03505037870976323,-0.03994732940593869,-0.044292874323361334,-0.04806621173006438,-0.05126122816456925,-0.053884698382234905,-0.05595436587557032,-0.05749698069822068,-0.05854636007856363,-0.059141525585806404,-0.059327373470718064,-0.059159697709698686,-0.058690818564670996,-0.05797171571942544,-0.05705153422653486,-0.05597673109126025,-0.05479040711200468,-0.05353181404256531,-0.05223602382447241,-0.05093374418750736,-0.04965126327102316,-0.04841050501149827,-0.04722917679902111,-0.04612099124415368,-0.04509594472571217,-0.044160636612252904,-0.04331861456651692,-0.042570733056016566,-0.04191551401363873,-0.04135081158036914,-0.040873967202231035,-0.040480218300351575,-0.04016377612579253,-0.03991809345673607,-0.03973610373057375,-0.03961043116417129,-0.039533572225959004,-0.03949804949167886,-0.039496539421684324,-0.039521975958855524,-0.039567632081003994,-0.039627181569347324,-0.03969474329386606,-0.03976491028472453,-0.03983276577249775,-0.03989388825309197,-0.03994434747817057,-0.03998069309948331,-0.03999993751410153,-0.03999953427449505,-0.039977353248098375,-0.03993166519799644,-0.03986147740640526,-0.03976630157572788,-0.039645893892145075,-0.03950028403574582,-0.03932974698626058,-0.03913477579404581,-0.03891605550532343,-0.0386744383690483,-0.038410920402904,-0.03812661935667521,-0.03782275408127225,-0.03750062528974788,-0.03716159768147086,-0.03680708339094422,-0.03643852671751756,-0.036057390090239096,-0.03566514122255998,-0.035263241413490826,-0.034853134954601434,-0.03443623960516416,-0.03401393810050696,-0.03358757066070731,-0.03315842846810686,-0.0327277480824397,-0.032296706761824064,-0.031866418656321865,-0.0314379318385273,-0.031012226132759738,-0.030590211701148548,-0.030172728341483185,-0.029760545448268574,-0.029354362585323944,-0.02895481061556357,-0.0285624533315327,-0.028177789528922435,-0.027801255693771565,-0.027433604681586343,-0.027075565616632137
0.03796761236896459,0.02982268230682744,0.020961702695741186,0.011650548015514461,0.002151563967024789,-0.007299378931736267,-0.016507720619331062,-0.025304366855944782,-0.03354785904655716,-0.041125505833550985,-0.047953438403170845,-0.05397568152485069,-0.059162379390235026,-0.06350734556775747,-0.06702512048204459,-0.06974771964779686,-0.07172124417023609,-0.07300250492565291,-0.07365578653188287,-0.07374984958367753,-0.07335840127624954,-0.0725664365516176,-0.07145133704976686,-0.07008568160760623,-0.06853675424686403,-0.06686567597729065,-0.0651268475724891,-0.06336766601746222,-0.06162847477209396,-0.05994270754249506,-0.05833718644589414,-0.05683253787575304,-0.05544369264986543,-0.05418044083504635,-0.05304801571897083,-0.05204768552551678,-0.05117733547476448,-0.05043202654680039,-0.04980452073266349,-0.049287489158867645,-0.04887375646992123,-0.048554158247473195,-0.04831889021577716,-0.04815780464129597,-0.04806066144859224,-0.04801733688678242,-0.048017993076194296,-0.048053212088547334,-0.04811409836083361,-0.04819235324951651,-0.04828032542975401,-0.048371040662583284,-0.04845821421529706,-0.04853624894686755,-0.0486002217775101,-0.04864586096246015,-0.04866951629476682,-0.04866812407802645,-0.048639168442711045,-0.04858064033282948,-0.04849099526515187,-0.048369126139495094,-0.04821481274897803,-0.04802842981822088,-0.047810578643460444,-0.04756212126878254,-0.04728414435838532,-0.04697792517152913,-0.04664489972815024,-0.046286633203287936,-0.045904792549835455,-0.04550112131986084,-0.04507741663330714,-0.04463550822775976,-0.044177239512857805,-0.043704450546662735,-0.0432189628478815,-0.042722565956390096,-0.0422170056543871,-0.041703973761131594,-0.041185099415164086,-0.04066194175895341,-0.0401359839417694,-0.03960862835727189,-0.03908119303273259,-0.0385549090870423,-0.03803091917482172,-0.0375102768340805,-0.03699394665516711,-0.03648280518931688,-0.035977642515959654,-0.03547916438938842,-0.03498799488721915,-0.03450467948558474,-0.03402968848898586,-0.03356342074632568,-0.03310620758870718,-0.03265831725626304,-0.03222049610962596,-0.03179348279669779
0.0391823904424195,0.028755558482398913,0.01769742349733644,0.006328004427391121,-0.005042910652759858,-0.016142921562755597,-0.026754795004898024,-0.036696804284752166,-0.04582442465594458,-0.05403062594005026,-0.06124478679267739,-0.06743041157263682,-0.07258188188463768,-0.07672050140687578,-0.07989009685520373,-0.08215242371594944,-0.08358259739176108,-0.0842647335324675,-0.08428794011050955,-0.08374276209459994,-0.08272193487235077,-0.08132837790124545,-0.07965289496527042,-0.07777791688625274,-0.07577738729213404,-0.07371620692583683,-0.07165003801100209,-0.06962540733747993,-0.0676800477931507,-0.06584342153240794,-0.0641373730898806,-0.06257686687787734,-0.061170770115902134,-0.05992264891166951,-0.058831551630544154,-0.05789275963414148,-0.05709849079818133,-0.05643854586027469,-0.055900891577058326,-0.05547428885758848,-0.05514853513169618,-0.054911732230957425,-0.054751828146734974,-0.05465688563158476,-0.054615298777471136,-0.054615962884849156,-0.05464840298536777,-0.054702866298888056,-0.05477038368735515,-0.05484280485436728,-0.05491281166399692,-0.054973913542350386,-0.05502042850193374,-0.05504745290823827,-0.055050822701991145,-0.05502706840771027,-0.054973365904872756,-0.05488748461553333,-0.05476773447283563,-0.05461291277869068,-0.05442225183488031,-0.05419538665883507,-0.0539329124806798,-0.053636050903115115,-0.0533061847577878,-0.05294490055301278,-0.0525539503200171,-0.05213521641270859,-0.05169067924773045,-0.05122238793410605,-0.050732433713492536,-0.050222926111351374,-0.04969597168459197,-0.049153655241287814,-0.048598023401744184,-0.048031070366666345,-0.047454725756637145,-0.046870844387129434,-0.046281197844286526,-0.04568746772844699,-0.045091240434703264,-0.044494003342426355,-0.043897142288708266,-0.04330194020392651,-0.04270957679124113,-0.04212112913571732,-0.04153757313302024,-0.040959785632193074,-0.040388547192046334,-0.039824545356005325,-0.039268378355944114,-0.038720559161552565,-0.038181519798014096,-0.03765161586123633,-0.03713113116639803,-0.036620282472144175,-0.03611922422931095,-0.035628053730246356,-0.03514750664049654,-0.03467833122565184
0.03334113609114436,0.021416454743215296,0.00905201474200773,-0.003405686101695393,-0.01562983435986942,-0.02734162286857217,-0.0383289303504277,-0.048423355818695085,-0.05750041289249905,-0.06547818408123138,-0.07231455962905806,-0.07800333767658116,-0.08256949571296568,-0.08606394915175541,-0.08855809603863463,-0.0901384130808478,-0.09090132329911152,-0.09094850518654327,-0.09038276205800486,-0.08930452200109179,-0.0878131527883374,-0.08601649165791816,-0.08400702395653828,-0.08186629918068924,-0.07966533592832006,-0.07746450885498252,-0.07531377353595195,-0.07325315487028095,-0.07131343005499224,-0.06951694444988238,-0.06787850699804307,-0.06640632057882945,-0.06510291122540734,-0.06396602816364688,-0.06298949387879804,-0.06216398975476245,-0.061477768205883965,-0.06091728664458909,-0.06046776215572103,-0.06011611202261358,-0.059851144620369306,-0.05966023799551187,-0.059531013779087566,-0.05945155078483008,-0.05941054814608002,-0.05939744448474679,-0.059402499282359855,-0.05941684223963256,-0.059432495948956415,-0.05944237669906516,-0.05944027771029692,-0.05942083858280017,-0.05937950424370264,-0.05931247621268221,-0.05921665857512237,-0.059089600661639846,-0.05892943808343176,-0.058734833464386946,-0.05850491794161522,-0.05823923427365371,-0.05793768219717127,-0.05760048809212556,-0.0572288693646425,-0.05682467094443576,-0.05638981302472512,-0.05592634544563113,-0.05543641237180583,-0.054922220340590744,-0.05438600958420632,-0.05383002850219798,-0.053256511140565496,-0.052667657520087105,-0.05206561664723516,-0.051452472035708796,-0.0508302295642105,-0.05020080749595876,-0.04956602848715359,-0.048927613414648685,-0.04828717685731443,-0.04764622407061356,-0.04700614929968433,-0.046368235282600964,-0.045733653802329896,-0.045103467153191884,-0.04447863039525443,-0.04385999427801193,-0.043248308722859855,-0.04264422676215837,-0.04204830884108071,-0.041461027396826874,-0.04088277163808726,-0.04031385245583666,-0.03975450740444435,-0.03920490569971727,-0.038665153187774665,-0.0381352972454683,-0.037615331579427036,-0.037105201407752836,-0.03660564689075256,-0.03611744221259744
0.023355055592872986,0.010816666543972009,-0.001924847797463547,-0.014526768275752278,-0.026675320652428947,-0.038112112425371714,-0.048651865650088666,-0.0581572644788137,-0.06653720109068578,-0.07374362201818777,-0.07976718349575743,-0.08463204930853077,-0.08839016975429889,-0.09111536134748324,-0.09289746988541889,-0.09383685075774026,-0.09403934578701237,-0.09361188049453986,-0.09265875348095007,-0.09127864344811024,-0.08956651948950711,-0.08762424573342639,-0.0855371461856444,-0.08337855128881905,-0.08121065282200066,-0.0790847866286081,-0.077041986742483,-0.07511373638017624,-0.07332284981162254,-0.07168442867260505,-0.07020684608267089,-0.06889272141357844,-0.06773985732237842,-0.06674211847567815,-0.06589023812505498,-0.06517254431817429,-0.0645756020838911,-0.06408477149462061,-0.06368468419453135,-0.06336240089170836,-0.06310755040443489,-0.06290847775190292,-0.06275399688788577,-0.06263354602770232,-0.06253729899427196,-0.06245623909760378,-0.06238220152934276,-0.06230788972606638,-0.06222687059683232,-0.06213355294806913,-0.06202315289151944,-0.06189164950172771,-0.061735733507320784,-0.06155275135995339,-0.06134064662871405,-0.06109790031603135,-0.06082347138254182,-0.060516738500563466,-0.06017744382585796,-0.05980563938184277,-0.059401636485938075,-0.058965982750958185,-0.05850023015613873,-0.058006554019720796,-0.05748712068864967,-0.056944155275475944,-0.05637991220153071,-0.055796649093165396,-0.055196603878558376,-0.05458197491380121,-0.0539549039541537,-0.053317461778456615,-0.052671636270745725,-0.05201932276235162,-0.05136231643957513,-0.050702306625872356,-0.05004087275296147,-0.049379481842027576,-0.04871948732402007,-0.048062129036602036,-0.04740853424451291,-0.04675971953977248,-0.046116593488051943,-0.045479959897706645,-0.04485052159808228,-0.04422888462386186,-0.04361556271216517,-0.043010982028823405,-0.04241548604963248,-0.04182934053136929,-0.04125273851584846,-0.04068580531828632,-0.04012860345862461,-0.039581137501340666,-0.03904335877542785,-0.0385151699518607,-0.03799642946085746,-0.03748695633397085,-0.036987516484655536,-0.03649893073425953
0.011931282034292945,-0.00039688816404986893,-0.012705967004013496,-0.0246828148279718,-0.03604990891625076,-0.04658728174937099,-0.05614799772401535,-0.06463270164898327,-0.07198610492957375,-0.07819242189412295,-0.08327000083420627,-0.08726548260319122,-0.09024779929492419,-0.09230228801277582,-0.0935251461364082,-0.09401840047313334,-0.09388550811178539,-0.09322765553123644,-0.09214077731004691,-0.0907132783331335,-0.08902831121994306,-0.08717470138892133,-0.08522573140392334,-0.08324308377673897,-0.08127793737229724,-0.07937149789268952,-0.07755572029670257,-0.07585415823438138,-0.07428288522242313,-0.07285144209700598,-0.07156377470339123,-0.07041913443985698,-0.06941292193990437,-0.06853746074496264,-0.06778269327378425,-0.06713679578345927,-0.06658671243066613,-0.0661186110948834,-0.06571826544142167,-0.06537434272786663,-0.06507852628764624,-0.06482123868838094,-0.06459342082634176,-0.06438663929319458,-0.06419315808897189,-0.06400598046774023,-0.06381886611500454,-0.06362632831739426,-0.06342361524525053,-0.06320667894510867,-0.06297213514361699,-0.06271721650520476,-0.06243972156697128,-0.06213796119782841,-0.06181070409476755,-0.061457122535812064,-0.06107673935458624,-0.06066937688241486,-0.060235108417459576,-0.05977421262314064,-0.05928713112681133,-0.05877445593268679,-0.05823779316366373,-0.05767937886903898,-0.05710137147993671,-0.05650593131117701,-0.05589519821630212,-0.05527127223454137,-0.05463619705296685,-0.053991946095111515,-0.05334041104049611,-0.05268339257662641,-0.052022593185573646,-0.051359611770464275,-0.05069593993257851,-0.05003295971683275,-0.04937194265185588,-0.04871404992026454,-0.04806033350492958,-0.047411738167614376,-0.04676910412735835,-0.046133170316959515,-0.045504578106948246,-0.04488387539718769,-0.04427152098680026,-0.04366788914315167,-0.04307327430030239,-0.042487895826337774,-0.04191190280748083,-0.04134537880472576,-0.040788346545857446,-0.04024077252226736,-0.03970257146578275,-0.03917361068593747,-0.03865371425269806,-0.0381426670136,-0.03764021843773836,-0.037146086964942884,-0.036661084763569635,-0.0361860985294207
0.0012203809722217684,-0.010258470577278023,-0.02155272915329909,-0.03239543459539884,-0.04255829585593407,-0.051867169494987764,-0.060214492125870656,-0.06753602062398467,-0.07380618287955226,-0.07903281116003597,-0.08325148841879798,-0.08651979050658276,-0.08891167153407731,-0.09051219445984138,-0.09141275940166566,-0.09170693251390749,-0.0914869319286053,-0.09084078662272327,-0.08985015059077853,-0.08858872896760475,-0.08712449117634988,-0.08552996049724657,-0.08386501487534312,-0.08217939813706995,-0.08051379781316506,-0.07890045479362431,-0.07736389554286424,-0.07592173623779533,-0.07458551708166325,-0.07336153357190392,-0.07225163932962578,-0.07125400203357976,-0.07036379995048611,-0.06957385150424675,-0.06887517432353232,-0.06825747333147233,-0.06770955979432314,-0.06721970493808999,-0.0667759328827928,-0.06636935353189499,-0.06599432393768156,-0.06564388298324031,-0.06531149965313754,-0.06499114737793887,-0.06467735090360197,-0.06436521039428847,-0.06405040694107172,-0.06372919318368159,-0.06339837229711001,-0.06305526816103682,-0.06269768912507631,-0.06232388741126141,-0.061932515859119935,-0.061522583418534754,-0.06109341053059025,-0.0606445853050161,-0.060175921202429594,-0.05968741675787384,-0.05917921773628637,-0.05865158198793813,-0.05810484716983247,-0.057539429483268484,-0.05695676982649256,-0.05635896376075511,-0.05574798203687206,-0.05512575755935287,-0.05449417007114496,-0.05385503325646393,-0.05321008409072525,-0.052560974259946575,-0.051909263469452294,-0.051256414462478916,-0.05060378957277037,-0.049952648640942426,-0.0493041481316544,-0.0486593412973092,-0.04801917924346852,-0.04738451276137057,-0.04675609480343068,-0.04613458348830171,-0.0455205455326575,-0.044914460017338814,-0.04431672240553733,-0.043727648740403136,-0.04314747995855173,-0.04257638626452531,-0.04201447151919008,-0.04146177760229039,-0.04091828871604691,-0.040383935602575805,-0.03985859965327021,-0.039342116892915086,-0.03883428182543383,-0.0383348511317147,-0.03784354721294492,-0.03736006157550939,-0.03688405805559064,-0.03641517664851654,-0.03595429248418977,-0.035502373328202275
-0.007370689386819951,-0.0176092998054882,-0.02757300830528442,-0.03704725684073318,-0.045855953586756204,-0.05386914878704413,-0.06101194383515246,-0.0672461526412807,-0.07256528563277026,-0.0769893124472914,-0.08055938667863993,-0.08333273807755937,-0.08537789817690844,-0.08677038288842798,-0.08758891372580585,-0.08791222065879772,-0.08781643605728306,-0.08737306180223547,-0.08664747078812773,-0.08569788953404278,-0.08457701312401744,-0.0833406156866971,-0.08203615553120552,-0.0807030311922114,-0.07937339700762086,-0.07807271578885083,-0.07682038527237192,-0.07563040222494352,-0.07451203510485269,-0.07347048266645809,-0.07250750167515643,-0.07162199189677407,-0.070810530725013,-0.07006785324308004,-0.069387276240549,-0.06876106680101798,-0.06818075762439571,-0.06763741233528706,-0.06712184473728497,-0.06662790536679294,-0.06615274627450288,-0.06569212345411693,-0.06524204819187177,-0.06479884245158232,-0.06435917384364778,-0.06392007373698855,-0.06347894164367449,-0.0630335386519777,-0.06258197233945151,-0.06212267527105925,-0.06165437888318048,-0.06117608427536406,-0.06068703117941174,-0.06018666614980747,-0.05967461082004924,-0.05915063089487743,-0.05861460639700927,-0.05806650355702886,-0.05750634862456605,-0.056934203785852566,-0.056350145295299026,-0.055754272809023675,-0.05514771999796009,-0.05453231915891693,-0.05390975240301571,-0.053281639719967244,-0.05264952984861454,-0.052014892905703325,-0.05137911463097247,-0.05074349210327447,-0.05010923078232407,-0.04947744273316532,-0.04884914589498729,-0.04822526426209245,-0.04760662885217701,-0.046993979345313436,-0.0463879662857703,-0.04578915374791706,-0.045198022376561064,-0.044614972721174984,-0.04404032879225589,-0.043474341776523984,-0.04291719385569284,-0.04236900208102359,-0.04182982226283033,-0.04129965284046028,-0.04077843870402212,-0.04026607494433218,-0.03976241051213178,-0.0392672517716727,-0.03878036593733117,-0.03830148438488096,-0.037830305831741906,-0.03736649938262787,-0.03690970743889055,-0.03645954847132976,-0.0360156196574527,-0.03557750022950884,-0.0351461401388104,-0.034722598543277056
