Iters,Error
1,0.41966822841747303
1000,1.3138642950376949
2000,0.30283023734615405
3000,26.014329564160832
4000,0.26768192408288466
5000,0.2642393540594766
6000,0.25789081369078437
7000,0.2507812230346513
8000,0.24755458516998766
9000,0.24395450177016376
10000,0.2425162009009292
11000,0.22766254172928554
12000,0.21776834845982376
13000,0.21377864613493586
14000,0.21376259766987288
15000,0.21327584793672896
16000,0.20684614615044838
17000,0.1934995366326821
18000,228.72054663357517
19000,0.16979895651281335
20000,0.7559216840030881
21000,0.15471156129502509
22000,0.5558393899364867
23000,0.14247293953031928
24000,0.1323078239407634
25000,0.12673961201404302
26000,0.12101806705495302
27000,0.11592341644863406
28000,0.10649987483123746
29000,0.09137860953323157
30000,0.07769500133082533
31000,0.12240936472762039
32000,0.06348376216181247
33000,0.06497627236783629
34000,0.060987337254899056
35000,0.05751416460998897
36000,0.05325058412350324
37000,0.05148896034180225
38000,0.05091819576891381
39000,0.04986082590072526
40000,0.044399380994602965
41000,0.039455428424482845
42000,0.03851941673280059
43000,0.03679558216150352
44000,0.03595501827305382
45000,0.035095502187564055
46000,0.032506446060881704
47000,0.030260344582928728
48000,0.028249528921070566
49000,0.026686880258815403
50000,0.02573927750519247
51000,0.025272285012259237
52000,0.02488430995976086
53000,0.024151006583793204
54000,0.02328247014683022
55000,0.024096101757614095
56000,0.02194789766828972
57000,0.021383155505668525
58000,0.021014712175455297
59000,0.020380964544577874
60000,0.01959766598583794
61000,0.018142551663274657
62000,0.016361647643134514
63000,0.014982409446488857
64000,0.013999641377868674
65000,0.013371307312052648
66000,0.01291731164036473
67000,0.01274516462737263
68000,0.01268891287420279
69000,0.012615970823180733
70000,0.012506720911611993
71000,0.012357883096897173
72000,0.012309040241222459
73000,0.012264307991676672
74000,0.012194330348292407
75000,0.012156597766305684
76000,0.012111219886845956
77000,0.012086404901148507
78000,0.012038117008398137
79000,0.01217113169787795
80000,0.012011714241342326
81000,0.011930388196908562
82000,0.01191063895701273
83000,0.011884012979584422
84000,0.011850651413204407
85000,0.011799048666357448
86000,0.011756814278693233
87000,0.011644930170319848
88000,0.011573680158674222
89000,0.011501287927987365
90000,0.01143192378812755
91000,0.011374141770189814
92000,0.01118947025231714
93000,0.011140226413850651
94000,0.011065339933223192
95000,0.010991231986391849
96000,0.010944683812062012
97000,0.010873480271468573
98000,0.01086051539016176
99000,0.010853359663405962
100000,0.010841720729021136
101000,0.010859199578519947
