Iters,Error
1,0.46921075465640283
1000,0.3024888062347615
2000,0.3171832342830089
3000,0.2198719073405834
4000,0.2065120091664305
5000,0.20253621217383314
6000,0.1935580881811455
7000,0.1839332387005489
8000,0.17800315928354257
9000,0.16707122568522223
10000,0.16184373463922058
11000,0.15371648743823216
12000,0.13652501417485308
13000,0.2150222229399526
14000,0.11681385717548996
15000,0.10055979734679484
16000,0.0923710754925681
17000,0.07807907798724043
18000,0.07348044172690449
19000,0.06883020157685917
20000,0.06373354018141614
21000,0.05254178167247598
22000,0.047520842516559164
23000,0.04433300657196878
24000,0.04135414943671632
25000,0.03275696503791947
26000,0.03096344662423573
27000,0.030311300258589104
28000,0.02894569313137324
29000,0.0256105584969697
30000,0.02328713090539962
31000,0.022823032330515056
32000,0.022157275673944925
33000,0.02190043272923641
34000,0.021169977376989203
35000,0.019060939063455448
36000,0.01870012122991901
37000,0.018408768531137536
38000,0.018301461543176075
39000,0.01751900199526069
40000,0.01672739817301411
41000,0.01624304754329052
42000,0.01589861343505004
43000,0.015445774043145897
44000,0.015316881361640645
45000,0.015196384524830903
46000,0.015149317210444558
47000,0.015051502294853658
48000,0.014971291340002153
49000,0.014892251374513665
50000,0.01485653662219859
51000,0.014848664995838281
52000,0.014824362626728156
53000,0.01480049437779457
54000,0.014751551307709169
55000,0.014651728112572855
56000,0.014584102974354647
57000,0.014549995197406742
58000,0.014503337680526805
59000,0.014467577365268207
60000,0.014431532467946822
61000,0.0143677309135992
62000,0.014271476932702037
63000,0.014270104387825945
64000,0.014064823954799674
65000,0.01386043904406107
66000,0.013775762650357746
67000,0.013624652943994987
68000,0.014098648289546016
69000,0.013317571369582344
70000,0.013250524827606275
71000,0.013138412607813848
72000,0.01300549527239636
73000,0.012856839263590552
74000,0.012736605600833659
75000,0.012731459992366526
76000,0.012721240383492274
77000,0.012679756389227012
78000,0.012604008109992088
79000,0.012600408617665709
80000,0.012591083606133613
81000,0.012568301831122399
82000,0.01255254353388502
83000,0.01253538784380743
84000,0.012519164031336568
85000,0.012510524256792013
86000,0.01249072252233977
87000,0.01246380941137424
88000,0.012437650655950564
89000,0.012458956085735993
90000,0.012406621034219084
91000,0.01237619833615589
92000,0.01230000335243123
93000,0.012163228775225804
94000,0.012119748023596165
95000,0.012084325013769529
96000,0.01206028265759238
97000,0.01200308079405942
98000,0.011909965895548788
99000,0.011818214327358072
100000,0.011727963841418785
